8, Tug, 1, 0, 0, 0
8, marble, 0, 0, 1, 0, 배팅에 문제가 발생했습니다. 
8, marble, 0, 0, 1, 0, 배팅에 문제가 발생했습니다. 
8, marble, 0, 0, 1, 0, 배팅에 문제가 발생했습니다. 
8, marble, 0, 0, 1, 0, 배팅에 문제가 발생했습니다. 
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 0, 1, 0, 0
8, marble, 0, 1, 0, 0
8, marble, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, glass, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, Tug, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
8, marble, 1, 0, 0, 0
